respondent_id,h1n1_vaccine,seasonal_vaccine
27021,0.14774253752529254,0.5357555728841946
27022,0.1737843311713586,0.29705052544874894
27023,0.16425274684012123,0.18318968159644636
27024,0.08734706988800497,0.3492536468579213
27025,0.04756288497952213,0.02098037200334127
27026,0.12404656089938038,0.5092540738966705
27027,0.08303814908974855,0.6862934461068833
27028,0.325667060454435,0.8305507010231027
27029,0.06298306672818402,0.2542232893773807
27030,0.13847500630687096,0.19245907554142272
27031,0.19317424231526814,0.8350515075921073
27032,0.21533309103590698,0.520381920908215
27033,0.2994738070835024,0.7277026304321571
27034,0.008360899805860843,0.5835048680891528
27035,0.12586419174515412,0.29411139203149067
27036,0.20445337625021795,0.644732534313435
27037,0.5974439128166447,0.7776056098419397
27038,0.05337354241728357,0.03457633389316188
27039,0.7241831908203196,0.8987000148880764
27040,0.14943728452824362,0.11308637080303488
27041,0.12076205092793792,0.5116663705461101
27042,0.09129848365342305,0.7075787240479638
27043,0.5436504018850187,0.8366235028468293
27044,0.010830566027482613,0.0366526857600848
27045,0.1616501308586973,0.6518580545935557
27046,0.06234230359392021,0.12540047082500583
27047,0.5250439705211583,0.34996715942241235
27048,0.18318186761824612,0.34886271872718827
27049,0.27904546888803533,0.9036169726576085
27050,0.045156513533039504,0.5330956362726474
27051,0.12629707520520936,0.28322732857424693
27052,0.11064264504283523,0.3174481058242087
27053,0.875908136469559,0.9623828948122836
27054,0.04182042330450833,0.10389610808727165
27055,0.09205611369010204,0.8704569588475557
27056,0.023313816844716985,0.04313080928248873
27057,0.03044202095348284,0.041749982499970056
27058,0.8410694884043302,0.9488185068312722
27059,0.07240915729524343,0.30185346568717625
27060,0.024846928485157613,0.35229212490542194
27061,0.09906206935292311,0.5347150747908286
27062,0.05568208208077824,0.4017434528570546
27063,0.08284840289799247,0.6521835029017599
27064,0.1631314321916058,0.5554217075148443
27065,0.05759324941562825,0.2523183112901805
27066,0.050932543803461086,0.6090852345832141
27067,0.36327152143313673,0.6721395814260464
27068,0.8702793100815959,0.9469638104582757
27069,0.553011764158837,0.9393798700398022
27070,0.061871477005520856,0.1253203897342711
27071,0.043518909073946066,0.0683210817574089
27072,0.07873167903009122,0.6544608932579706
27073,0.025899649815018355,0.7947484089515183
27074,0.0475405398738515,0.3293808674666231
27075,0.7364347412790023,0.8700408997151786
27076,0.5788294685971354,0.7587832270036745
27077,0.04205842150991801,0.09120631761711219
27078,0.2917005068769627,0.8657227626707658
27079,0.28278921842273236,0.926443429062013
27080,0.07099648312767601,0.2605777391994244
27081,0.01976347101491156,0.7140775774107969
27082,0.24894947541730986,0.47448953305688146
27083,0.05172340974196928,0.19899511731455852
27084,0.8584980630569052,0.6112095246416223
27085,0.041630758789342706,0.017656697487203776
27086,0.06392774775287056,0.07682835594524329
27087,0.1960688270820447,0.3038229858759338
27088,0.2117951821037171,0.794620711975201
27089,0.18348678708629002,0.2368164519437891
27090,0.23734481774203506,0.4939780468768881
27091,0.5437726239613739,0.11327713512955703
27092,0.08696165102834787,0.29522192827503857
27093,0.20299081288382576,0.30568351332109167
27094,0.007966507356339114,0.04414831758145152
27095,0.06111321848191503,0.4529040727290845
27096,0.02451022410654401,0.227121613315353
27097,0.6241678160106194,0.7349666450424069
27098,0.6266505902455098,0.8803133001315572
27099,0.16195870251074432,0.5065093480077418
27100,0.06669548476766542,0.7419799640225669
27101,0.0765372233556781,0.5884997215548893
27102,0.08795423051568847,0.8636296605838187
27103,0.022679764992461004,0.10462076364435018
27104,0.2976654440246276,0.5382428648185569
27105,0.04752259250192043,0.4712300937066293
27106,0.5774914439000347,0.8579249776636693
27107,0.4332009999869978,0.7127215075749348
27108,0.093372779360694,0.2837317969405475
27109,0.08963080214754483,0.2805112649255645
27110,0.12311778989840023,0.5388299584929872
27111,0.047545173421269175,0.3686596189446915
27112,0.2466063948696935,0.5942799644968146
27113,0.10384714461291776,0.3609431774142884
27114,0.07613511094257776,0.16839085630583664
27115,0.6044310622543928,0.8809349045726707
27116,0.16049583842621445,0.902226440023808
27117,0.07113357933237255,0.12135253299191362
27118,0.13521118983350425,0.5127373255377544
27119,0.05798668664709912,0.36231919213630975
27120,0.32901504462664805,0.9760606968801552
27121,0.016428149140677157,0.7246761022649996
27122,0.051620854748146434,0.22344908096864147
27123,0.05665784324401712,0.09047393875481378
27124,0.04655250656234494,0.08638576623399591
27125,0.029688447315587882,0.06604230634456917
27126,0.35635452744503415,0.06888901988805401
27127,0.09106142014918284,0.1534382733283536
27128,0.17623608226972226,0.5488104805691011
27129,0.557242902546683,0.6253782601938015
27130,0.11627160700241924,0.25717354103365186
27131,0.05519128990722852,0.07451545008277559
27132,0.5141204060435718,0.9138342197674366
27133,0.11581433206033359,0.5855104252280049
27134,0.6223537052770695,0.8884887015184874
27135,0.19498321418131098,0.5933506756464159
27136,0.07632896675496748,0.462115184850299
27137,0.07731412241285722,0.2600281153895761
27138,0.17047129256348825,0.5805433173632906
27139,0.12514986986940524,0.12424302756425544
27140,0.8946119609061152,0.9423337864325944
27141,0.6206750129919735,0.8466280909892695
27142,0.07167218407024345,0.3051281833145438
27143,0.21506385565724923,0.4302646716998562
27144,0.05686547536955318,0.040263167270881514
27145,0.5575881905786595,0.7319740485975335
27146,0.0449550167567291,0.9119139870729935
27147,0.058101204495180477,0.27585014395406693
27148,0.2126490071440468,0.23930249763271472
27149,0.28960303484672284,0.17551043113528583
27150,0.6767110260430427,0.9762919853357968
27151,0.13821414114241098,0.7207632633472085
27152,0.03607955073090052,0.3214920318241904
27153,0.22008232718097762,0.7564474824846679
27154,0.766001990362194,0.9183203253456215
27155,0.17145863198110517,0.6260640927591475
27156,0.015418843589198549,0.3048130938462238
27157,0.01303684514435868,0.48833386106485527
27158,0.07948810466468065,0.38040473835404326
27159,0.04972262628845654,0.21354750211537335
27160,0.23726353196317893,0.2398769117723965
27161,0.25598336453841847,0.4783697907541826
27162,0.21035848440197674,0.9511950976164785
27163,0.6716214083967267,0.5225628468329335
27164,0.20914703011122426,0.10095878999107241
27165,0.45794102339989656,0.5602673021219772
27166,0.06326984258082007,0.12050939146552718
27167,0.12253004783383772,0.4881724718924521
27168,0.14244651297859712,0.7154353014812831
27169,0.4014105415254629,0.6634166358188939
27170,0.34767635385025203,0.8217194159763563
27171,0.05175949982891789,0.3151130414141397
27172,0.04911056212851545,0.8366904353385972
27173,0.2646877994354727,0.5876115521067538
27174,0.049598172428661096,0.09709553130773765
27175,0.06897963896790502,0.19214147515699487
27176,0.5100144363755051,0.9360113553361445
27177,0.7838004211251974,0.9491847288733343
27178,0.14332301288656024,0.4152567788394372
27179,0.07096719331634035,0.200228661818751
27180,0.2662227512590598,0.32507086273294816
27181,0.03156279921953894,0.7975154178617246
27182,0.6855356757048403,0.9288301764186273
27183,0.04193625276540736,0.5055342238902488
27184,0.03862134047120366,0.40739022616124576
27185,0.4692141601493561,0.7770173484881813
27186,0.15311204398624137,0.6453464525387285
27187,0.09017162088067478,0.12313793503941892
27188,0.05883822371040081,0.4317964676226691
27189,0.08899329035507336,0.5376945053295827
27190,0.4750783319165191,0.8053812884133075
27191,0.1676301053681491,0.9641062144725981
27192,0.5683283225678732,0.8217627499257524
27193,0.02060869553000261,0.20092225124678828
27194,0.14674371640690767,0.4514189223379588
27195,0.04717486436512243,0.17301302319059483
27196,0.26837851517596256,0.29247330345609157
27197,0.06782606461045862,0.715131023384814
27198,0.9355734306432308,0.9895269631663751
27199,0.030505766305610398,0.10222691525934643
27200,0.2666290986088381,0.7078506087646949
27201,0.7253008105119497,0.9320514046399837
27202,0.081418943003996,0.04002242349710511
27203,0.05933761535040578,0.14275414975185402
27204,0.039512750674112126,0.1162335366404095
27205,0.0793078099274834,0.2497681291512415
27206,0.11835144431405355,0.19422918245888635
27207,0.05964842579513594,0.13115596951800043
27208,0.7978592479192491,0.688610211762417
27209,0.11392660004943232,0.19533038532269
27210,0.3052399208276717,0.38312785252820847
27211,0.13976057968376118,0.3102631654731053
27212,0.529901303491548,0.9333337114363345
27213,0.4813898104410877,0.6254568044777611
27214,0.02279089512264064,0.06167293715602317
27215,0.12764675672423503,0.7437435132257711
27216,0.10677100497438535,0.903579274365925
27217,0.07359632660213067,0.1528579003197161
27218,0.6965170403890297,0.9521630838803985
27219,0.39275713555374775,0.5947140181164724
27220,0.13967771504350426,0.40482696650279254
27221,0.1783255784968166,0.5489058773157366
27222,0.18459204288770392,0.5257378600322548
27223,0.06476384568419095,0.6708301996220466
27224,0.22650882442555917,0.7449302423410238
27225,0.1636727302516276,0.2285729449511818
27226,0.020767998455856806,0.2184505807632007
27227,0.15789224650655986,0.3962378163754744
27228,0.4379876949787406,0.8397866830586158
27229,0.7543913318392493,0.9225076294791487
27230,0.20206208116168844,0.974423449050616
27231,0.5281459418178224,0.8691626643060677
27232,0.11709209462751868,0.5676030928509936
27233,0.3321899688495709,0.15925763384678696
27234,0.04968792770957613,0.02047244759025463
27235,0.8785254045484735,0.9446421736102911
27236,0.12554463362807822,0.9301230306608169
27237,0.2806784888176084,0.47051824213957677
27238,0.2604059535400201,0.6652930223724729
27239,0.5002340043492464,0.15124835545565368
27240,0.09300458840484088,0.4727834618528909
27241,0.08827680268770785,0.2670727193865641
27242,0.12374662054836957,0.5450676178219601
27243,0.046408736266817234,0.08883715396088322
27244,0.046497706830824645,0.11395142286515221
27245,0.11202183769769102,0.4513593220227095
27246,0.8275942499516519,0.9673691464927011
27247,0.1938586127896673,0.9392408437996852
27248,0.1693484196989151,0.745192382380011
27249,0.10137786824882689,0.5317952677805385
27250,0.11463975970801552,0.32014291977891124
27251,0.08229023779749427,0.26862278027567305
27252,0.3731104563929952,0.7544246109881052
27253,0.08715397106271151,0.9147024343354039
27254,0.8940591917397349,0.970781510557535
27255,0.13776547894435726,0.29052415332915743
27256,0.5838461074671427,0.9670250942034418
27257,0.35793148344530124,0.5525829274968215
27258,0.4609241412100137,0.7706755966341639
27259,0.6240829538759797,0.9130753385886051
27260,0.1827727203024514,0.6061606318295543
27261,0.11707586542516311,0.6369500930705188
27262,0.23075275315776494,0.63135587401063
27263,0.09625232414129792,0.1320678557031359
27264,0.08734768105162372,0.11693557494624549
27265,0.05118543371155116,0.20732256251158002
27266,0.18966941888898312,0.42217982740191295
27267,0.1979387310072488,0.8427025795512494
27268,0.01504963535949662,0.1419471030481534
27269,0.7393351090533986,0.4490918094166763
27270,0.03826774358402423,0.07974869447603092
27271,0.047112870209555055,0.3402254766464836
27272,0.014805175474816286,0.33218070170425484
27273,0.05638127400397823,0.16256340571343134
27274,0.13604832309745377,0.5315937362309234
27275,0.20088977286951248,0.39393711894103217
27276,0.011439153422277032,0.11488525085221028
27277,0.04848231268545809,0.8043440771619075
27278,0.1417815282002531,0.35332845245944333
27279,0.09690734737736856,0.26337911906445854
27280,0.21715289011274616,0.3148828245182391
27281,0.06419798473965589,0.30162569722395344
27282,0.06443150923404123,0.8514064512743191
27283,0.007900277512891853,0.0495339226206995
27284,0.20475757882831336,0.3392533380337653
27285,0.10365406057262755,0.3677281045167143
27286,0.050075214545406775,0.1511415964728787
27287,0.17501376050014403,0.5004712793075856
27288,0.5799885645067694,0.8145467073897454
27289,0.28529026888720604,0.3948071762231013
27290,0.015981339287873788,0.05506985645834375
27291,0.7237812098995692,0.8696114436116477
27292,0.05014366386182575,0.6755625815433626
27293,0.11812242119198392,0.9614329586935283
27294,0.016184578540201687,0.04349561766320598
27295,0.2675496222613582,0.8734916793543721
27296,0.07036594404098905,0.7347279671705773
27297,0.05602123423966976,0.6751521814125517
27298,0.09794713620162084,0.24737955996641176
27299,0.27234878142897323,0.701307510175464
27300,0.21084090302451863,0.9624492916132874
27301,0.00918980228217932,0.040898812619483256
27302,0.14157141334898599,0.6709338252428468
27303,0.02110696026374315,0.08266571929389709
27304,0.08842391296231863,0.7916534427861212
27305,0.04067547638937596,0.034605624261915685
27306,0.1651107255165936,0.5089801282862431
27307,0.7574708031571434,0.8104987325822056
27308,0.15597764237015596,0.27137334000588764
27309,0.5619141093279109,0.9638636709856068
27310,0.04716805442156649,0.12253918259219784
27311,0.09862305447487828,0.1085633749380869
27312,0.06725754551722894,0.36745336971093984
27313,0.09533126705764773,0.16615728417495862
27314,0.04405432132990504,0.05515051686639879
27315,0.10939309865686542,0.40751152866696966
27316,0.3303069761186595,0.7425856316408782
27317,0.05717710481317665,0.09826479515356869
27318,0.2300263229523137,0.30278061975220727
27319,0.43073706814173923,0.8827642359849893
27320,0.3668953945699692,0.6000716021498822
27321,0.040197232909556645,0.4780444375724025
27322,0.20508082789300056,0.06365382681427735
27323,0.10132112321256051,0.6220716944604989
27324,0.371410096271739,0.544529021250118
27325,0.7301662056288678,0.9310433323245674
27326,0.17379470307600975,0.643944393141246
27327,0.12082104253171946,0.2950234373619315
27328,0.1953231636427607,0.5650648274856711
27329,0.09864183324393756,0.23709225388683183
27330,0.012553725629754356,0.4651386473982798
27331,0.08777377573428045,0.23474842847852434
27332,0.1399497945162843,0.9350929036772627
27333,0.6335097876731921,0.8092936176778132
27334,0.0445176526503454,0.034793541657020886
27335,0.11487018965846475,0.07445695117808122
27336,0.07219213117342008,0.15374523651517533
27337,0.26946644452122553,0.7784396961917318
27338,0.23430880939600973,0.43788134997685507
27339,0.22336460790751678,0.2127579720199443
27340,0.019655292436331444,0.1655130250650962
27341,0.2175400704410101,0.6584790824191363
27342,0.023811418746799123,0.5656592139007544
27343,0.0580287963628383,0.14277118042945167
27344,0.2921857132701545,0.4869954492250834
27345,0.07285474852521327,0.30445936219077413
27346,0.7949694923075169,0.9635694151076423
27347,0.7301737768716916,0.937468285411173
27348,0.12167679168933955,0.34961083624750855
27349,0.04716700689726241,0.1491877618660755
27350,0.1943815772969157,0.9293747588821224
27351,0.8160575886919043,0.9041856916912978
27352,0.08936363537624999,0.29479816951359694
27353,0.01026604554368055,0.10882604231762084
27354,0.1517924332480165,0.5318759438845461
27355,0.32021171965124706,0.4533796619561748
27356,0.2291616787320828,0.62185411289171
27357,0.1308927299675363,0.3630658296059022
27358,0.1931770820012708,0.6982170729163341
27359,0.3068137982582998,0.7257677778913728
27360,0.1425518525781175,0.5473452580356278
27361,0.040604127165900776,0.9125304395053357
27362,0.217989675587111,0.4928065394455698
27363,0.15993736212219753,0.3102495305632234
27364,0.052556392505451396,0.35496350236060376
27365,0.24299422570766643,0.637867039581679
27366,0.47357252523541965,0.6214424718750586
27367,0.34582443399934304,0.6581810390565018
27368,0.10685546051251549,0.5568744919764409
27369,0.058150656955390616,0.05408685488337338
27370,0.026901242790046888,0.8596247632834819
27371,0.2941174153123749,0.3784079207194563
27372,0.07139999990496444,0.27667340271429525
27373,0.7663118271492689,0.7036777061151185
